feature,mean_abs_shap
Org_kg_ha_or_share_lag1,0.07553943518608333
K_kg_ha_lag1,0.06332450821286158
Yield_t_ha_lag1,0.04785561679847659
Area_ha_lag1,0.019925684682906623
P2O5_kg_ha_lag1,0.019408568266838316
N_kg_ha_lag1,0.016041802745016803
ma5_Org,0.006843112527378062
ma5_Yield,0.006360345653125238
Mineral_treated_share_lag1,0.0015794038772582902
Irrig_m3_ha_lag1,0.0013343438742652737
