feature,mean_abs_shap
Area_ha,0.08759373360209999
Org_kg_ha_or_share,0.08700907693968879
Org_kg_ha_or_share_lag3,0.03078676131036545
P2O5_kg_ha,0.029005243380864448
Org_kg_ha_or_share_lag2,0.019634421666463214
N_kg_ha,0.01315095623334249
P2O5_kg_ha_lag3,0.013006208340326902
P2O5_kg_ha_lag2,0.010835672087139514
Yield_t_ha_lag1,0.010191955169041983
Area_ha_lag1,0.007971316576003968
